variant,episodes,average_reward,success_rate,invalid_move_rate,average_turns
no_textgrad,26,0.20597248464817322,0.23076923076923078,0.11538461538461539,12.038461538461538
textgrad_rl,26,0.5630237666994553,0.6153846153846154,0.0,10.884615384615385
