ci_high,ci_low,mean,method,metric,n
0.24526760386673965,0.11827366791705446,0.1850829772039988,fixed_prompt,reward,390
0.24615384615384617,0.16153846153846155,0.20512820512820512,fixed_prompt,success,390
0.13846153846153847,0.07435897435897436,0.10512820512820513,fixed_prompt,invalid_move,390
12.648717948717948,11.415384615384616,12.064102564102564,fixed_prompt,turns,390
0.6381835544518659,0.5235651933239701,0.5830232173507167,textgrad_policy_iteration,reward,390
0.6615384615384615,0.5692307692307692,0.6153846153846154,textgrad_policy_iteration,success,390
0.0,0.0,0.0,textgrad_policy_iteration,invalid_move,390
10.725641025641025,9.607692307692307,10.156410256410256,textgrad_policy_iteration,turns,390
0.5633016969760636,0.4421869554979695,0.5061001404276398,textgrad_ppo,reward,390
0.5871794871794872,0.4897435897435897,0.5384615384615384,textgrad_ppo,success,390
0.0,0.0,0.0,textgrad_ppo,invalid_move,390
11.356410256410257,10.153846153846153,10.771794871794873,textgrad_ppo,turns,390
