variant,episodes,average_reward,success_rate,invalid_move_rate,average_turns
no_textgrad,130,0.16243932958217597,0.2153846153846154,0.11538461538461539,12.076923076923077
textgrad_rl,130,0.5568781509946815,0.6153846153846154,0.0,10.8
